	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	294	132	291	119	123
CR2	294	0	256	89	289	287
MA1	132	256	0	233	142	130
MA2	291	89	233	0	288	284
MM1	119	289	142	288	0	113
MM2	123	287	130	284	113	0
