	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	307	145	299	134	126
CR2	307	0	305	101	309	299
MA1	145	305	0	297	146	123
MA2	299	101	297	0	295	288
MM1	134	309	146	295	0	127
MM2	126	299	123	288	127	0
