	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	329	116	308	116	155
CR2	329	0	323	74	323	330
MA1	116	323	0	299	0	175
MA2	308	74	299	0	299	308
MM1	116	323	0	299	0	175
MM2	155	330	175	308	175	0
