	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	445	192	465	260	245
CR2	445	0	437	149	447	446
MA1	192	437	0	463	282	311
MA2	465	149	463	0	475	469
MM1	260	447	282	475	0	223
MM2	245	446	311	469	223	0
