	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	71	36	111	36	52
CR2	71	0	83	54	83	96
MA1	36	83	0	115	0	58
MA2	111	54	115	0	115	110
MM1	36	83	0	115	0	58
MM2	52	96	58	110	58	0
