	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	277	56	251	251	238
CR2	277	0	278	127	127	127
MA1	56	278	0	251	251	239
MA2	251	127	251	0	0	95
MM1	251	127	251	0	0	95
MM2	238	127	239	95	95	0
