	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	279	277	274	324	344
CR2	279	0	201	212	194	186
MA1	277	201	0	19	66	229
MA2	274	212	19	0	85	248
MM1	324	194	66	85	0	206
MM2	344	186	229	248	206	0
