	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	110	169	169	169	177
CR2	110	0	253	129	129	104
MA1	169	253	0	241	241	270
MA2	169	129	241	0	0	139
MM1	169	129	241	0	0	139
MM2	177	104	270	139	139	0
