	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	200	204	129	129	119
CR2	200	0	39	181	181	171
MA1	204	39	0	187	187	175
MA2	129	181	187	0	0	78
MM1	129	181	187	0	0	78
MM2	119	171	175	78	78	0
