	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	292	136	295	174	141
CR2	292	0	311	68	309	305
MA1	136	311	0	314	134	97
MA2	295	68	314	0	312	310
MM1	174	309	134	312	0	130
MM2	141	305	97	310	130	0
