	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	304	303	33	163	27
CR2	304	0	33	304	292	306
MA1	303	33	0	303	293	305
MA2	33	304	303	0	158	10
MM1	163	292	293	158	0	164
MM2	27	306	305	10	164	0
