	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	8	174	198	200	216
CR2	8	0	182	206	192	208
MA1	174	182	0	243	247	263
MA2	198	206	243	0	134	20
MM1	200	192	247	134	0	114
MM2	216	208	263	20	114	0
