	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	201	67	200	199	200
CR2	201	0	186	72	73	72
MA1	67	186	0	189	188	189
MA2	200	72	189	0	81	0
MM1	199	73	188	81	0	81
MM2	200	72	189	0	81	0
