	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	171	98	164	98	63
CR2	171	0	188	41	188	179
MA1	98	188	0	181	0	93
MA2	164	41	181	0	181	172
MM1	98	188	0	181	0	93
MM2	63	179	93	172	93	0
