	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	357	213	353	231	226
CR2	357	0	337	100	346	344
MA1	213	337	0	331	102	175
MA2	353	100	331	0	335	344
MM1	231	346	102	335	0	176
MM2	226	344	175	344	176	0
