	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	351	168	351	146	161
CR2	351	0	336	72	345	349
MA1	168	336	0	332	163	15
MA2	351	72	332	0	345	347
MM1	146	345	163	345	0	153
MM2	161	349	15	347	153	0
