	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	314	11	321	152	36
CR2	314	0	321	80	298	326
MA1	11	321	0	328	149	27
MA2	321	80	328	0	303	333
MM1	152	298	149	303	0	122
MM2	36	326	27	333	122	0
