	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	185	9	180	9	110
CR2	185	0	184	55	184	189
MA1	9	184	0	179	0	105
MA2	180	55	179	0	179	188
MM1	9	184	0	179	0	105
MM2	110	189	105	188	105	0
