	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	292	282	139	164	154
CR2	292	0	87	288	298	290
MA1	282	87	0	278	288	276
MA2	139	288	278	0	153	160
MM1	164	298	288	153	0	160
MM2	154	290	276	160	160	0
