	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	102	108	65	0	65
CR2	102	0	38	111	102	111
MA1	108	38	0	111	108	111
MA2	65	111	111	0	65	0
MM1	0	102	108	65	0	65
MM2	65	111	111	0	65	0
