	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	24	67	165	95	67
CR2	24	0	67	166	95	67
MA1	67	67	0	171	90	0
MA2	165	166	171	0	177	171
MM1	95	95	90	177	0	90
MM2	67	67	0	171	90	0
