	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	375	153	374	138	149
CR2	375	0	346	73	375	360
MA1	153	346	0	349	146	48
MA2	374	73	349	0	370	365
MM1	138	375	146	370	0	104
MM2	149	360	48	365	104	0
