	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	612	602	397	346	379
CR2	612	0	201	607	593	608
MA1	602	201	0	617	600	613
MA2	397	607	617	0	418	409
MM1	346	593	600	418	0	327
MM2	379	608	613	409	327	0
