	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	243	156	97	245	244
CR2	243	0	165	208	99	117
MA1	156	165	0	119	129	179
MA2	97	208	119	0	180	210
MM1	245	99	129	180	0	111
MM2	244	117	179	210	111	0
