	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	378	365	96	365	387
CR2	378	0	171	337	171	141
MA1	365	171	0	324	0	153
MA2	96	337	324	0	324	348
MM1	365	171	0	324	0	153
MM2	387	141	153	348	153	0
