	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	229	113	234	113	108
CR2	229	0	220	65	220	231
MA1	113	220	0	223	0	103
MA2	234	65	223	0	223	234
MM1	113	220	0	223	0	103
MM2	108	231	103	234	103	0
