	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	0	158	211	158	102
CR2	0	0	158	211	158	102
MA1	158	158	0	222	0	147
MA2	211	211	222	0	222	209
MM1	158	158	0	222	0	147
MM2	102	102	147	209	147	0
