	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	179	134	161	107	106
CR2	179	0	135	80	209	215
MA1	134	135	0	83	154	158
MA2	161	80	83	0	198	201
MM1	107	209	154	198	0	61
MM2	106	215	158	201	61	0
