	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	157	149	75	54	48
CR2	157	0	11	132	133	141
MA1	149	11	0	126	127	135
MA2	75	132	126	0	53	37
MM1	54	133	127	53	0	24
MM2	48	141	135	37	24	0
