	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	300	0	297	106	0
CR2	300	0	300	55	303	300
MA1	0	300	0	297	106	0
MA2	297	55	297	0	300	297
MM1	106	303	106	300	0	106
MM2	0	300	0	297	106	0
