	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	126	173	97	165	173
CR2	126	0	67	201	106	69
MA1	173	67	0	190	97	64
MA2	97	201	190	0	192	199
MM1	165	106	97	192	0	113
MM2	173	69	64	199	113	0
