	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	202	152	180	148	152
CR2	202	0	150	118	166	150
MA1	152	150	0	195	123	0
MA2	180	118	195	0	202	195
MM1	148	166	123	202	0	123
MM2	152	150	0	195	123	0
