	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	33	16	35	18	19
CR2	33	0	33	8	33	32
MA1	16	33	0	35	14	11
MA2	35	8	35	0	35	34
MM1	18	33	14	35	0	9
MM2	19	32	11	34	9	0
