	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	144	48	148	49	48
CR2	144	0	135	53	132	135
MA1	48	135	0	138	21	0
MA2	148	53	138	0	135	138
MM1	49	132	21	135	0	21
MM2	48	135	0	138	21	0
