	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	234	77	238	233	230
CR2	234	0	228	74	91	74
MA1	77	228	0	244	229	225
MA2	238	74	244	0	95	87
MM1	233	91	229	95	0	87
MM2	230	74	225	87	87	0
