	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	452	218	461	224	192
CR2	452	0	454	138	476	448
MA1	218	454	0	465	189	157
MA2	461	138	465	0	489	462
MM1	224	476	189	489	0	32
MM2	192	448	157	462	32	0
