	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	220	73	226	73	61
CR2	220	0	223	32	223	214
MA1	73	223	0	229	0	66
MA2	226	32	229	0	229	220
MM1	73	223	0	229	0	66
MM2	61	214	66	220	66	0
