	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	234	219	141	144	123
CR2	234	0	88	246	253	241
MA1	219	88	0	236	242	227
MA2	141	246	236	0	142	151
MM1	144	253	242	142	0	129
MM2	123	241	227	151	129	0
