	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	539	131	512	548	512
CR2	539	0	550	215	231	215
MA1	131	550	0	522	561	522
MA2	512	215	522	0	198	0
MM1	548	231	561	198	0	198
MM2	512	215	522	0	198	0
