	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	213	124	205	59	124
CR2	213	0	212	34	225	212
MA1	124	212	0	204	118	0
MA2	205	34	204	0	217	204
MM1	59	225	118	217	0	118
MM2	124	212	0	204	118	0
