	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	211	152	207	109	156
CR2	211	0	231	52	199	223
MA1	152	231	0	211	121	166
MA2	207	52	211	0	187	209
MM1	109	199	121	187	0	153
MM2	156	223	166	209	153	0
