	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	239	154	241	174	167
CR2	239	0	290	95	287	257
MA1	154	290	0	285	174	181
MA2	241	95	285	0	280	250
MM1	174	287	174	280	0	156
MM2	167	257	181	250	156	0
