	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	116	112	100	106	107
CR2	116	0	82	56	86	83
MA1	112	82	0	108	46	43
MA2	100	56	108	0	112	113
MM1	106	86	46	112	0	23
MM2	107	83	43	113	23	0
