	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	195	83	194	52	83
CR2	195	0	207	25	193	207
MA1	83	207	0	206	63	0
MA2	194	25	206	0	194	206
MM1	52	193	63	194	0	63
MM2	83	207	0	206	63	0
