	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	254	12	165	12	96
CR2	254	0	250	125	250	266
MA1	12	250	0	161	0	96
MA2	165	125	161	0	161	205
MM1	12	250	0	161	0	96
MM2	96	266	96	205	96	0
