	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	342	237	349	225	219
CR2	342	0	309	54	333	314
MA1	237	309	0	316	263	248
MA2	349	54	316	0	339	322
MM1	225	333	263	339	0	159
MM2	219	314	248	322	159	0
