	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	185	83	176	83	81
CR2	185	0	202	42	202	195
MA1	83	202	0	190	0	98
MA2	176	42	190	0	190	191
MM1	83	202	0	190	0	98
MM2	81	195	98	191	98	0
