	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	60	112	281	112	119
CR2	60	0	124	261	124	127
MA1	112	124	0	283	18	103
MA2	281	261	283	0	283	291
MM1	112	124	18	283	0	85
MM2	119	127	103	291	85	0
