	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	157	89	155	89	82
CR2	157	0	163	80	163	159
MA1	89	163	0	165	0	66
MA2	155	80	165	0	165	159
MM1	89	163	0	165	0	66
MM2	82	159	66	159	66	0
