	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	211	211	103	118	100
CR2	211	0	80	228	221	227
MA1	211	80	0	224	218	221
MA2	103	228	224	0	129	91
MM1	118	221	218	129	0	138
MM2	100	227	221	91	138	0
