	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	258	76	255	153	149
CR2	258	0	261	74	290	269
MA1	76	261	0	259	161	163
MA2	255	74	259	0	295	264
MM1	153	290	161	295	0	172
MM2	149	269	163	264	172	0
