	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	151	284	126	121	126
CR2	151	0	199	187	170	187
MA1	284	199	0	296	284	296
MA2	126	187	296	0	92	0
MM1	121	170	284	92	0	92
MM2	126	187	296	0	92	0
