	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	274	265	74	259	265
CR2	274	0	88	265	82	88
MA1	265	88	0	258	39	0
MA2	74	265	258	0	254	258
MM1	259	82	39	254	0	39
MM2	265	88	0	258	39	0
