	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	5	207	151	220	230
CR2	5	0	212	146	225	235
MA1	207	212	0	248	136	139
MA2	151	146	248	0	251	264
MM1	220	225	136	251	0	128
MM2	230	235	139	264	128	0
