	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	412	439	202	193	184
CR2	412	0	54	427	427	426
MA1	439	54	0	450	452	449
MA2	202	427	450	0	190	78
MM1	193	427	452	190	0	190
MM2	184	426	449	78	190	0
