	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	168	70	171	70	75
CR2	168	0	155	35	155	153
MA1	70	155	0	160	0	49
MA2	171	35	160	0	160	156
MM1	70	155	0	160	0	49
MM2	75	153	49	156	49	0
