	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	360	346	207	171	137
CR2	360	0	98	341	349	372
MA1	346	98	0	340	338	360
MA2	207	341	340	0	210	224
MM1	171	349	338	210	0	160
MM2	137	372	360	224	160	0
