	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	184	173	51	66	51
CR2	184	0	31	190	197	190
MA1	173	31	0	179	186	179
MA2	51	190	179	0	67	0
MM1	66	197	186	67	0	67
MM2	51	190	179	0	67	0
