	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	293	289	239	186	175
CR2	293	0	42	194	304	304
MA1	289	42	0	172	302	282
MA2	239	194	172	0	264	110
MM1	186	304	302	264	0	219
MM2	175	304	282	110	219	0
