	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	330	90	350	358	350
CR2	330	0	320	269	83	269
MA1	90	320	0	343	348	343
MA2	350	269	343	0	261	0
MM1	358	83	348	261	0	261
MM2	350	269	343	0	261	0
