	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	273	48	266	141	48
CR2	273	0	262	86	255	262
MA1	48	262	0	259	138	0
MA2	266	86	259	0	250	259
MM1	141	255	138	250	0	138
MM2	48	262	0	259	138	0
