	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	221	99	224	99	101
CR2	221	0	206	74	206	202
MA1	99	206	0	206	0	88
MA2	224	74	206	0	206	205
MM1	99	206	0	206	0	88
MM2	101	202	88	205	88	0
