	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	310	227	256	148	190
CR2	310	0	256	212	303	308
MA1	227	256	0	58	221	206
MA2	256	212	58	0	258	243
MM1	148	303	221	258	0	184
MM2	190	308	206	243	184	0
