	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	221	216	76	76	85
CR2	221	0	49	217	217	209
MA1	216	49	0	211	211	204
MA2	76	217	211	0	0	83
MM1	76	217	211	0	0	83
MM2	85	209	204	83	83	0
